0000,"137,528"
0001,"109,590"
0002,"217,267"
0003,"280,373"
0004,"323,609"
0005,"327,037"
0006,"471,710"
0007,"441,788"
0008,"506,474"
0009,"550,673"
0010,"561,689"
0011,"467,119"
