0000,"65,231"
0001,"33,559"
0002,"96,423"
0003,"86,189"
0004,"66,517"
0005,"69,103"
0006,"199,269"
0007,"226,176"
0008,"248,500"
0009,"332,163"
0010,"247,993"
0011,"278,461"
